Fecha Hora,Fecha Hora(RAW),Tiempo de Ping,Tiempo de Ping(RAW),Perdida de paquetes(RAW),Disponibilidad de sistema,Disponibilidad de sistema(RAW),Trafico suma (volumen),Trafico suma (volumen)(RAW),Trafico suma (velocidad),Trafico suma (velocidad)(RAW),"Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )","Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )(RAW)","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )(RAW)","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )(RAW)",CPU 1000,CPU 1000(RAW),Available Memory 1 (Processor),Available Memory 1 (Processor)(RAW)
09/04/2020 2:00:00 - 3:00:00,43930.33333,2 mseg,2.2367,0,62 d,5421596,0,0,0,0,38 °C,37.9667,45 °C,45,47 °C,47.0667,"2,15 %",2.15,340 MByte,356041869.5
09/04/2020 3:00:00 - 4:00:00,43930.375,4 mseg,3.8083,0,62 d,5425196,0,0,0,0,37 °C,37.3167,45 °C,44.8833,47 °C,46.9667,"2,15 %",2.15,340 MByte,356041872.1
09/04/2020 4:00:00 - 5:00:00,43930.41667,2 mseg,2.3783,0,62 d,5428796,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.9667,"2,17 %",2.1667,340 MByte,356042422.5
09/04/2020 5:00:00 - 6:00:00,43930.45833,2 mseg,2.39,0,62 d,5432396,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.8167,"2,20 %",2.2,340 MByte,356042419.6
09/04/2020 6:00:00 - 7:00:00,43930.5,2 mseg,2.3767,0,62 d,5435996,0,0,0,0,37 °C,36.95,44 °C,44,46 °C,46.2667,"2,15 %",2.15,340 MByte,356042409.6
09/04/2020 7:00:00 - 8:00:00,43930.54167,5 mseg,5.4767,0,62 d,5439596,0,0,0,0,37 °C,37,44 °C,44,46 °C,46.1167,"2,43 %",2.4333,340 MByte,356042202.7
09/04/2020 8:00:00 - 9:00:00,43930.58333,2 mseg,2.4583,0,62 d,5443196,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.75,"2,42 %",2.4167,340 MByte,356041495.2
09/04/2020 9:00:00 - 10:00:00,43930.625,2 mseg,2.2617,0,63 d,5446796,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.9833,"2,15 %",2.15,340 MByte,356042322
09/04/2020 10:00:00 - 11:00:00,43930.66667,2 mseg,2.3183,0,63 d,5450396,0,0,0,0,37 °C,37.1667,44 °C,44,46 °C,46.3333,"2,95 %",2.95,339 MByte,355983829.1
09/04/2020 11:00:00 - 12:00:00,43930.70833,3 mseg,2.82,0,63 d,5453996,0,0,0,0,38 °C,38,45 °C,44.5667,47 °C,46.9,2%,2,340 MByte,356020769.7
09/04/2020 12:00:00 - 13:00:00,43930.75,2 mseg,2.27,0,63 d,5457596,0,0,0,0,38 °C,38.3833,45 °C,45,47 °C,47.0167,"2,13 %",2.1333,340 MByte,356020771
09/04/2020 13:00:00 - 14:00:00,43930.79167,2 mseg,2.3283,0,63 d,5461196,0,0,0,0,39 °C,39,45 °C,45.1167,47 °C,47.2,"2,17 %",2.1667,340 MByte,356020313.2
09/04/2020 14:00:00 - 15:00:00,43930.83333,2 mseg,2.415,0,63 d,5464796,0,0,0,0,39 °C,39.3167,46 °C,46,48 °C,48,"3,08 %",3.0833,339 MByte,355987000.3
09/04/2020 15:00:00 - 16:00:00,43930.875,2 mseg,2.1817,0,63 d,5468396.033,0,0,0,0,39 °C,39.2833,46 °C,46,48 °C,48,"2,10 %",2.1,340 MByte,356029220.5
09/04/2020 16:00:00 - 17:00:00,43930.91667,2 mseg,2.2217,0,63 d,5471996,0,0,0,0,40 °C,39.6667,46 °C,46,48 °C,48,"2,37 %",2.3667,340 MByte,356029172.5
09/04/2020 17:00:00 - 18:00:00,43930.95833,4 mseg,3.8683,0,63 d,5475596,0,0,0,0,39 °C,39,46 °C,45.6833,48 °C,47.6167,"2,10 %",2.1,340 MByte,356029318.5
09/04/2020 18:00:00 - 19:00:00,43931,2 mseg,2.3917,0,63 d,5479196,0,0,0,0,39 °C,38.8333,45 °C,45,47 °C,47,"2,13 %",2.1333,340 MByte,356038719.4
09/04/2020 19:00:00 - 20:00:00,43931.04167,2 mseg,2.2817,0,63 d,5482796,0,0,0,0,38 °C,38.05,45 °C,45,48 °C,47.5,"2,18 %",2.1833,340 MByte,356046175.1
09/04/2020 20:00:00 - 21:00:00,43931.08333,2 mseg,2.1717,0,63 d,5486396,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.75,"2,17 %",2.1667,340 MByte,356041900
09/04/2020 21:00:00 - 22:00:00,43931.125,5 mseg,4.6267,0,63 d,5489996,0,0,0,0,38 °C,37.9833,45 °C,45,47 °C,47.0833,"2,17 %",2.1667,340 MByte,356042392.3
09/04/2020 22:00:00 - 23:00:00,43931.16667,2 mseg,2.2467,0,63 d,5493596,0,0,0,0,37 °C,37.3333,45 °C,44.8667,47 °C,46.9667,"2,15 %",2.15,340 MByte,356042397.7
09/04/2020 23:00:00 - 0:00:00,43931.20833,2 mseg,2.165,0,63 d,5497196,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.9833,"2,22 %",2.2167,340 MByte,356042416.8
10/04/2020 0:00:00 - 1:00:00,43931.25,2 mseg,2.2617,0,63 d,5500796,0,0,0,0,37 °C,37,44 °C,44,47 °C,46.9333,"2,20 %",2.2,340 MByte,356041841.9
10/04/2020 1:00:00 - 2:00:00,43931.29167,2 mseg,2.2733,0,63 d,5504396,0,0,0,0,37 °C,37,44 °C,44,46 °C,46.4333,"2,17 %",2.1667,340 MByte,356042400.7
10/04/2020 2:00:00 - 3:00:00,43931.33333,6 mseg,5.5567,0,63 d,5507996,0,0,0,0,37 °C,36.5333,44 °C,44,46 °C,46.2,"2,17 %",2.1667,340 MByte,356042396.2
10/04/2020 3:00:00 - 4:00:00,43931.375,2 mseg,2.34,0,63 d,5511596,0,0,0,0,36 °C,36.0167,44 °C,43.55,46 °C,46.3333,"2,17 %",2.1667,340 MByte,356042391.3
10/04/2020 4:00:00 - 5:00:00,43931.41667,2 mseg,2.3,0.1667,63 d,5515196,0,0,0,0,36 °C,36.0167,43 °C,43.4,46 °C,46.1333,"2,17 %",2.1667,340 MByte,356042405.5
10/04/2020 5:00:00 - 6:00:00,43931.45833,2 mseg,2.2283,0,63 d,5518796,0,0,0,0,36 °C,36,43 °C,43.0667,46 °C,46.1333,"2,12 %",2.1167,340 MByte,356042423.9
10/04/2020 6:00:00 - 7:00:00,43931.5,4 mseg,3.8692,0.1667,63 d,5522396,0,0,0,0,36 °C,36,43 °C,43,46 °C,46,"2,20 %",2.2,340 MByte,356042419.5
10/04/2020 7:00:00 - 8:00:00,43931.54167,2 mseg,2.2117,0,63 d,5525996,0,0,0,0,36 °C,36,43 °C,43,46 °C,46,"2,40 %",2.4,340 MByte,356042420.7
10/04/2020 8:00:00 - 9:00:00,43931.58333,2 mseg,2.19,0,63 d,5529596,0,0,0,0,36 °C,36,43 °C,43,46 °C,46.0333,"2,80 %",2.8,340 MByte,356042420.7
10/04/2020 9:00:00 - 10:00:00,43931.625,2 mseg,2.38,0,64 d,5533196,0,0,0,0,36 °C,36.0167,44 °C,43.5167,46 °C,46.2667,"2,18 %",2.1833,340 MByte,356042423.9
10/04/2020 10:00:00 - 11:00:00,43931.66667,2 mseg,2.405,0,64 d,5536796,0,0,0,0,37 °C,36.6167,43 °C,43.2333,46 °C,45.7167,"2,17 %",2.1667,340 MByte,356041873.3
10/04/2020 11:00:00 - 12:00:00,43931.70833,4 mseg,3.795,0,64 d,5540396,0,0,0,0,37 °C,37.2667,44 °C,44,46 °C,46.2,"2,20 %",2.2,340 MByte,356042408.4
10/04/2020 12:00:00 - 13:00:00,43931.75,3 mseg,2.8967,0,64 d,5543996,0,0,0,0,38 °C,38,45 °C,44.9167,47 °C,47.05,"2,22 %",2.2167,340 MByte,356042410
10/04/2020 13:00:00 - 14:00:00,43931.79167,2 mseg,2.3283,0,64 d,5547596,0,0,0,0,39 °C,38.7833,45 °C,45,47 °C,47.1,"2,27 %",2.2667,340 MByte,356038066.1
10/04/2020 14:00:00 - 15:00:00,43931.83333,2 mseg,2.3033,0,64 d,5551196,0,0,0,0,40 °C,39.65,46 °C,46.1333,48 °C,48.1667,"2,17 %",2.1667,340 MByte,356042419.5
10/04/2020 15:00:00 - 16:00:00,43931.875,2 mseg,2.335,0,64 d,5554796,0,0,0,0,40 °C,40.2167,47 °C,47,49 °C,48.7667,"2,18 %",2.1833,340 MByte,356042422
10/04/2020 16:00:00 - 17:00:00,43931.91667,2 mseg,2.2967,0,64 d,5558396,0,0,0,0,40 °C,40.15,47 °C,47,49 °C,49.0333,"3,08 %",3.0833,340 MByte,355999372.4
10/04/2020 17:00:00 - 18:00:00,43931.95833,6 mseg,5.5833,0,64 d,5561996,0,0,0,0,40 °C,40,47 °C,47,49 °C,49.0167,"2,35 %",2.35,340 MByte,356042421.1
10/04/2020 18:00:00 - 19:00:00,43932,2 mseg,2.2967,0,64 d,5565596,0,0,0,0,40 °C,40.4667,47 °C,47,49 °C,49.0167,"2,30 %",2.3,340 MByte,356041614.6
10/04/2020 19:00:00 - 20:00:00,43932.04167,2 mseg,2.19,0,64 d,5569196,0,0,0,0,40 °C,40.4,47 °C,47,49 °C,48.9,"2,17 %",2.1667,340 MByte,356042091.9
10/04/2020 20:00:00 - 21:00:00,43932.08333,2 mseg,2.39,0,64 d,5572796,0,0,0,0,40 °C,40,47 °C,46.9667,49 °C,48.9667,"2,18 %",2.1833,340 MByte,356041652.1
10/04/2020 21:00:00 - 22:00:00,43932.125,5 mseg,4.755,0,64 d,5576396,0,0,0,0,39 °C,39.2333,46 °C,46,49 °C,48.5,"2,17 %",2.1667,340 MByte,356042094.3
10/04/2020 22:00:00 - 23:00:00,43932.16667,2 mseg,2.4017,0,64 d,5579996,0,0,0,0,39 °C,39,46 °C,45.9333,48 °C,48.05,"2,20 %",2.2,340 MByte,356042402.6
10/04/2020 23:00:00 - 0:00:00,43932.20833,2 mseg,2.26,0,64 d,5583596,0,0,0,0,38 °C,38.1833,45 °C,45.0833,48 °C,47.8333,"2,20 %",2.2,340 MByte,356041145.8
11/04/2020 0:00:00 - 1:00:00,43932.25,2 mseg,2.36,0,64 d,5587196,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.9,"2,25 %",2.25,340 MByte,356040544.1
11/04/2020 1:00:00 - 2:00:00,43932.29167,2 mseg,2.1983,0,64 d,5590796,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.95,"2,30 %",2.3,340 MByte,356041648.5
11/04/2020 2:00:00 - 3:00:00,43932.33333,2 mseg,2.29,0,64 d,5594396,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.65,"2,13 %",2.1333,340 MByte,356041309.3
11/04/2020 3:00:00 - 4:00:00,43932.375,3 mseg,2.5533,0,64 d,5597996,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.1,"2,22 %",2.2167,340 MByte,356041370
11/04/2020 4:00:00 - 5:00:00,43932.41667,2 mseg,2.3133,0,64 d,5601596,0,0,0,0,38 °C,37.8167,45 °C,45,47 °C,47.0833,"2,18 %",2.1833,340 MByte,356042404.7
11/04/2020 5:00:00 - 6:00:00,43932.45833,3 mseg,2.6883,0,64 d,5605196,0,0,0,0,37 °C,37.3667,45 °C,44.6333,47 °C,46.6333,"2,18 %",2.1833,340 MByte,356042397.1
11/04/2020 6:00:00 - 7:00:00,43932.5,2 mseg,2.3517,0,64 d,5608796,0,0,0,0,37 °C,37,44 °C,44,46 °C,46,"2,22 %",2.2167,340 MByte,356042393
11/04/2020 7:00:00 - 8:00:00,43932.54167,5 mseg,4.65,0,64 d,5612396,0,0,0,0,37 °C,37,44 °C,43.95,46 °C,46,"2,43 %",2.4333,340 MByte,356041844.1
11/04/2020 8:00:00 - 9:00:00,43932.58333,2 mseg,2.3217,0,64 d,5615996,0,0,0,0,37 °C,37,44 °C,43.9667,46 °C,45.9833,"2,18 %",2.1833,340 MByte,356042403.6
11/04/2020 9:00:00 - 10:00:00,43932.625,2 mseg,2.44,0,65 d,5619596,0,0,0,0,37 °C,37,44 °C,44,46 °C,46,"2,33 %",2.3333,340 MByte,356042425.2
11/04/2020 10:00:00 - 11:00:00,43932.66667,2 mseg,2.4267,0,65 d,5623196,0,0,0,0,37 °C,37.0333,44 °C,44,46 °C,46.1,"2,35 %",2.35,340 MByte,356042421.5
11/04/2020 11:00:00 - 12:00:00,43932.70833,4 mseg,3.8783,0,65 d,5626796,0,0,0,0,38 °C,37.8,44 °C,44.0167,47 °C,46.55,"2,22 %",2.2167,340 MByte,356042420.9
11/04/2020 12:00:00 - 13:00:00,43932.75,2 mseg,2.1767,0,65 d,5630396,0,0,0,0,38 °C,38,45 °C,45,47 °C,47,"2,23 %",2.2333,340 MByte,356042423.5
11/04/2020 13:00:00 - 14:00:00,43932.79167,2 mseg,2.415,0,65 d,5633996,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.1167,"2,15 %",2.15,340 MByte,356042422.9
11/04/2020 14:00:00 - 15:00:00,43932.83333,2 mseg,2.2367,0,65 d,5637596,0,0,0,0,38 °C,38.2333,45 °C,45,47 °C,47,"2,10 %",2.1,340 MByte,356042390.8
11/04/2020 15:00:00 - 16:00:00,43932.875,3 mseg,3.31,0,65 d,5641196,0,0,0,0,39 °C,38.5333,45 °C,45,47 °C,47,"2,15 %",2.15,340 MByte,356042397.5
11/04/2020 16:00:00 - 17:00:00,43932.91667,2 mseg,2.3533,0,65 d,5644796,0,0,0,0,39 °C,38.8167,45 °C,45,47 °C,47.1167,"2,22 %",2.2167,340 MByte,356042404.2
11/04/2020 17:00:00 - 18:00:00,43932.95833,2 mseg,2.1617,0,65 d,5648396.017,0,0,0,0,38 °C,38.4167,45 °C,45,47 °C,47.1333,"2,20 %",2.2,340 MByte,356042421.3
11/04/2020 18:00:00 - 19:00:00,43933,2 mseg,2.3667,0,65 d,5651996,0,0,0,0,38 °C,38.0167,45 °C,45,47 °C,47.25,"2,25 %",2.25,340 MByte,356042419.5
11/04/2020 19:00:00 - 20:00:00,43933.04167,4 mseg,4.34,0,65 d,5655596,0,0,0,0,38 °C,38,45 °C,45,48 °C,48,"2,87 %",2.8667,340 MByte,356042421.7
11/04/2020 20:00:00 - 21:00:00,43933.08333,3 mseg,2.5767,0,65 d,5659196,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.8,"2,62 %",2.6167,340 MByte,356041870.7
11/04/2020 21:00:00 - 22:00:00,43933.125,2 mseg,2.485,0,65 d,5662796,0,0,0,0,38 °C,37.9833,45 °C,45,47 °C,47.3,"2,33 %",2.3333,340 MByte,356042422.4
11/04/2020 22:00:00 - 23:00:00,43933.16667,4 mseg,3.63,0,65 d,5666396,0,0,0,0,38 °C,37.6667,45 °C,45,47 °C,47.05,"2,63 %",2.6333,340 MByte,356042422.1
11/04/2020 23:00:00 - 0:00:00,43933.20833,2 mseg,2.11,0,65 d,5669996,0,0,0,0,37 °C,37.05,44 °C,44.2667,47 °C,46.5667,"2,35 %",2.35,340 MByte,356042420.3
12/04/2020 0:00:00 - 1:00:00,43933.25,2 mseg,2.2117,0,65 d,5673596,0,0,0,0,37 °C,37,44 °C,44,46 °C,46,"2,15 %",2.15,340 MByte,356042421.7
12/04/2020 1:00:00 - 2:00:00,43933.29167,2 mseg,2.365,0,65 d,5677196,0,0,0,0,37 °C,37,44 °C,44,46 °C,46,"2,25 %",2.25,340 MByte,356042420.7
12/04/2020 2:00:00 - 3:00:00,43933.33333,2 mseg,2.1467,0,65 d,5680796,0,0,0,0,37 °C,36.7333,43 °C,43.0167,46 °C,45.8333,"2,15 %",2.15,340 MByte,356042398.1
12/04/2020 3:00:00 - 4:00:00,43933.375,2 mseg,2.3283,0,65 d,5684396,0,0,0,0,37 °C,36.55,43 °C,43,46 °C,45.6167,"2,15 %",2.15,340 MByte,356049522
12/04/2020 4:00:00 - 5:00:00,43933.41667,3 mseg,3.2717,0,65 d,5687996.05,0,0,0,0,36 °C,36.1667,43 °C,43,45 °C,45.1833,"2,25 %",2.25,340 MByte,356050803.5
12/04/2020 5:00:00 - 6:00:00,43933.45833,3 mseg,2.6233,0,65 d,5691596,0,0,0,0,36 °C,36,43 °C,43,45 °C,45.2333,"2,45 %",2.45,340 MByte,356050802.2
12/04/2020 6:00:00 - 7:00:00,43933.5,3 mseg,2.7283,0,65 d,5695196,0,0,0,0,36 °C,36.0167,43 °C,43.1,46 °C,45.7167,"2,73 %",2.7333,340 MByte,356050821.3
12/04/2020 7:00:00 - 8:00:00,43933.54167,2 mseg,2.2983,0,65 d,5698796,0,0,0,0,36 °C,36,44 °C,43.8333,46 °C,46.2833,"2,20 %",2.2,340 MByte,356051621.5
12/04/2020 8:00:00 - 9:00:00,43933.58333,2 mseg,2.25,0,65 d,5702396,0,0,0,0,36 °C,36,44 °C,43.5333,46 °C,46.2667,"2,07 %",2.0667,340 MByte,356053397.1
12/04/2020 9:00:00 - 10:00:00,43933.625,2 mseg,2.2183,0,66 d,5705996.033,0,0,0,0,36 °C,36,43 °C,43.1333,46 °C,46.2333,"2,07 %",2.0667,340 MByte,356050867.4
12/04/2020 10:00:00 - 11:00:00,43933.66667,3 mseg,3.4517,0,66 d,5709596,0,0,0,0,36 °C,36.0167,44 °C,43.5167,46 °C,46.1667,"2,03 %",2.0333,340 MByte,356050773.1
12/04/2020 11:00:00 - 12:00:00,43933.70833,2 mseg,2.2117,0,66 d,5713196,0,0,0,0,37 °C,36.95,43 °C,43.3167,46 °C,45.85,"2,03 %",2.0333,340 MByte,356049320.7
12/04/2020 12:00:00 - 13:00:00,43933.75,2 mseg,2.2533,0,66 d,5716796,0,0,0,0,37 °C,37,44 °C,44,46 °C,46.0333,"2,13 %",2.1333,340 MByte,356108351
12/04/2020 13:00:00 - 14:00:00,43933.79167,2 mseg,2.215,0,66 d,5720396,0,0,0,0,38 °C,37.7667,44 °C,44.2833,47 °C,46.7,2%,2,340 MByte,356144589
12/04/2020 14:00:00 - 15:00:00,43933.83333,2 mseg,2.2967,0,66 d,5723996,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.0167,2%,2,340 MByte,356141601.7
12/04/2020 15:00:00 - 16:00:00,43933.875,2 mseg,2.1717,0,66 d,5727596,0,0,0,0,39 °C,38.55,45 °C,45.2333,47 °C,47.3167,"2,28 %",2.2833,340 MByte,356136325.3
12/04/2020 16:00:00 - 17:00:00,43933.91667,3 mseg,2.6317,0,66 d,5731196,0,0,0,0,40 °C,39.9667,46 °C,46,48 °C,48.2333,"2,58 %",2.5833,340 MByte,356138265.3
12/04/2020 17:00:00 - 18:00:00,43933.95833,2 mseg,2.2733,0,66 d,5734796,0,0,0,0,40 °C,40,46 °C,46,48 °C,48.3,2%,2,340 MByte,356144033.1
12/04/2020 18:00:00 - 19:00:00,43934,2 mseg,2.2033,0,66 d,5738396,0,0,0,0,39 °C,39.3167,46 °C,46,48 °C,48.0167,2%,2,340 MByte,356140138
12/04/2020 19:00:00 - 20:00:00,43934.04167,4 mseg,4.0917,0,66 d,5741996,0,0,0,0,39 °C,38.9833,45 °C,45.2,47 °C,47.1833,2%,2,340 MByte,356140079.8
12/04/2020 20:00:00 - 21:00:00,43934.08333,2 mseg,2.2167,0,66 d,5745596,0,0,0,0,38 °C,38.15,45 °C,45,47 °C,47.0667,2%,2,340 MByte,356144806.4
12/04/2020 21:00:00 - 22:00:00,43934.125,2 mseg,2.175,0,66 d,5749196,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.6333,2%,2,340 MByte,356161962.2
12/04/2020 22:00:00 - 23:00:00,43934.16667,2 mseg,2.2817,0,66 d,5752796,0,0,0,0,38 °C,38,45 °C,45,48 °C,47.8333,"2,13 %",2.1333,340 MByte,356164940.5
12/04/2020 23:00:00 - 0:00:00,43934.20833,2 mseg,2.19,0,66 d,5756396,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.3833,2%,2,340 MByte,356165443
13/04/2020 0:00:00 - 1:00:00,43934.25,2 mseg,2.2933,0,66 d,5759996,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.2667,"2,77 %",2.7667,340 MByte,356165742.5
13/04/2020 1:00:00 - 2:00:00,43934.29167,2 mseg,2.18,0,66 d,5763596,0,0,0,0,38 °C,37.8167,45 °C,45,47 °C,47.2,"2,15 %",2.15,340 MByte,356165189.4
13/04/2020 2:00:00 - 3:00:00,43934.33333,2 mseg,2.195,0,66 d,5767196,0,0,0,0,37 °C,37.0833,44 °C,44.1833,46 °C,46.3,2%,2,340 MByte,356164590.1
13/04/2020 3:00:00 - 4:00:00,43934.375,2 mseg,2.2567,0,66 d,5770796,0,0,0,0,37 °C,37,44 °C,43.9333,46 °C,45.9833,2%,2,340 MByte,356164640.7
13/04/2020 4:00:00 - 5:00:00,43934.41667,2 mseg,2.2583,0,66 d,5774396,0,0,0,0,37 °C,36.9667,43 °C,43,46 °C,45.8333,2%,2,340 MByte,356165197.3
13/04/2020 5:00:00 - 6:00:00,43934.45833,2 mseg,2.1217,0,66 d,5777996,0,0,0,0,37 °C,36.55,43 °C,43,45 °C,45.2833,2%,2,340 MByte,356165150.3
13/04/2020 6:00:00 - 7:00:00,43934.5,2 mseg,2.1383,0,66 d,5781596,0,0,0,0,36 °C,36.1667,43 °C,43,45 °C,45.0333,2%,2,340 MByte,356165152.2
13/04/2020 7:00:00 - 8:00:00,43934.54167,2 mseg,2.2183,0,66 d,5785196,0,0,0,0,36 °C,36.0167,43 °C,43,45 °C,45.1333,2%,2,340 MByte,356164639.7
13/04/2020 8:00:00 - 9:00:00,43934.58333,2 mseg,2.3233,0,66 d,5788796,0,0,0,0,37 °C,36.5167,43 °C,43,45 °C,45.2667,"2,30 %",2.3,340 MByte,356151932.7
13/04/2020 9:00:00 - 10:00:00,43934.625,3 mseg,2.5183,0.1667,67 d,5792396,0,0,0,0,37 °C,37,43 °C,43.3167,46 °C,45.9333,"3,17 %",3.1667,340 MByte,356083218.8
13/04/2020 10:00:00 - 11:00:00,43934.66667,3 mseg,2.6133,0,67 d,5795996,0,0,0,0,37 °C,37,44 °C,44,46 °C,46,"2,02 %",2.0167,340 MByte,356079876.3
13/04/2020 11:00:00 - 12:00:00,43934.70833,2 mseg,2.165,0,67 d,5799596,0,0,0,0,38 °C,37.7833,44 °C,44.3333,47 °C,46.5667,"2,05 %",2.05,340 MByte,356079804.6
13/04/2020 12:00:00 - 13:00:00,43934.75,2 mseg,2.2183,0,67 d,5803196,0,0,0,0,38 °C,38,45 °C,45,47 °C,47.0167,"2,10 %",2.1,340 MByte,356079440.1
13/04/2020 13:00:00 - 14:00:00,43934.79167,3 mseg,2.72,0,67 d,5806796,0,0,0,0,39 °C,38.8333,45 °C,45,47 °C,47.0667,"2,18 %",2.1833,340 MByte,356079845.4
13/04/2020 14:00:00 - 15:00:00,43934.83333,2 mseg,2.2567,0,67 d,5810396.017,0,0,0,0,39 °C,38.8667,45 °C,45,47 °C,47,"2,20 %",2.2,340 MByte,356079047.1
13/04/2020 15:00:00 - 16:00:00,43934.875,2 mseg,2.4667,0,67 d,5813996,0,0,0,0,39 °C,39,45 °C,45,47 °C,47.2,"3,50 %",3.5,340 MByte,356046258.9
13/04/2020 16:00:00 - 17:00:00,43934.91667,2 mseg,2.3908,0,67 d,5817416,0,0,0,0,39 °C,38.5273,45 °C,45,47 °C,47.2364,"3,52 %",3.5185,340 MByte,356027135.4
14/04/2020 9:00:00 - 10:00:00,43935.625,2 mseg,2.0973,0,68 d,5879473,0,0,0,0,28 °C,28.0278,37 °C,37,41 °C,41,2%,2,340 MByte,356175533.7
14/04/2020 10:00:00 - 11:00:00,43935.66667,2 mseg,2.1983,0,68 d,5882383,0,0,0,0,29 °C,28.9167,37 °C,37,41 °C,41,2%,2,340 MByte,356185189.9
14/04/2020 11:00:00 - 12:00:00,43935.70833,4 mseg,3.925,0,68 d,5885983,0,0,0,0,29 °C,29,37 °C,37,41 °C,41.2667,"2,23 %",2.2333,340 MByte,356185625.9
14/04/2020 12:00:00 - 13:00:00,43935.75,2 mseg,2.3167,0,68 d,5889583,0,0,0,0,29 °C,29,37 °C,37.3833,42 °C,41.5833,"3,28 %",3.2833,340 MByte,356075438.1
14/04/2020 13:00:00 - 14:00:00,43935.79167,2 mseg,2.3583,0,68 d,5893183,0,0,0,0,29 °C,29.4667,38 °C,38,42 °C,42,"2,12 %",2.1167,340 MByte,356119414.2
14/04/2020 14:00:00 - 15:00:00,43935.83333,2 mseg,2.3033,0,68 d,5896783,0,0,0,0,30 °C,29.9333,38 °C,38,42 °C,42,"3,05 %",3.05,340 MByte,356069329.4
14/04/2020 15:00:00 - 16:00:00,43935.875,2 mseg,2.2167,0,68 d,5900383,0,0,0,0,30 °C,30,38 °C,38,42 °C,42,"2,07 %",2.0667,340 MByte,356119734.1
14/04/2020 16:00:00 - 17:00:00,43935.91667,2 mseg,2.265,0,68 d,5903983,0,0,0,0,30 °C,30,38 °C,38.1667,42 °C,42.0667,2%,2,340 MByte,356119619.7
14/04/2020 17:00:00 - 18:00:00,43935.95833,2 mseg,2.2617,0,68 d,5907583,0,0,0,0,30 °C,30,38 °C,38,42 °C,42,"2,42 %",2.4167,340 MByte,356092833.1
14/04/2020 18:00:00 - 19:00:00,43936,2 mseg,2.1867,0,68 d,5911183,0,0,0,0,30 °C,29.6667,38 °C,38,42 °C,42,"2,48 %",2.4833,340 MByte,356098997.6
14/04/2020 19:00:00 - 20:00:00,43936.04167,2 mseg,2.2483,0,68 d,5914783,0,0,0,0,29 °C,29.0333,38 °C,37.9,42 °C,41.8333,"2,28 %",2.2833,340 MByte,356119920.6
14/04/2020 20:00:00 - 21:00:00,43936.08333,3 mseg,2.995,0,68 d,5918383,0,0,0,0,29 °C,29,37 °C,37,41 °C,41.0167,"2,72 %",2.7167,340 MByte,356122344.5
14/04/2020 21:00:00 - 22:00:00,43936.125,2 mseg,2.2267,0,68 d,5921983,0,0,0,0,29 °C,28.8667,37 °C,37,41 °C,41,"2,82 %",2.8167,340 MByte,356123927.1
14/04/2020 22:00:00 - 23:00:00,43936.16667,3 mseg,2.5167,0,68 d,5925583,0,0,0,0,29 °C,28.6667,37 °C,37.0833,41 °C,41.1167,"2,43 %",2.4333,340 MByte,356123806.8
14/04/2020 23:00:00 - 0:00:00,43936.20833,2 mseg,2.14,0,68 d,5929183,0,0,0,0,30 °C,30.25,38 °C,38.1333,42 °C,42,"2,40 %",2.4,340 MByte,356122257.2
15/04/2020 0:00:00 - 1:00:00,43936.25,3 mseg,2.66,0,68 d,5932783,0,0,0,0,31 °C,31.4,39 °C,39,43 °C,42.8,"2,55 %",2.55,340 MByte,356124090.1
15/04/2020 1:00:00 - 2:00:00,43936.29167,2 mseg,2.225,0,68 d,5936383,0,0,0,0,32 °C,32,40 °C,39.8667,43 °C,43,"2,22 %",2.2167,340 MByte,356121669.1
15/04/2020 2:00:00 - 3:00:00,43936.33333,2 mseg,2.165,0,68 d,5939983,0,0,0,0,32 °C,32.4333,40 °C,40,43 °C,43,"2,23 %",2.2333,340 MByte,356120459.5
15/04/2020 3:00:00 - 4:00:00,43936.375,4 mseg,3.8783,0,68 d,5943583.017,0,0,0,0,33 °C,32.9667,40 °C,40,43 °C,43,"2,13 %",2.1333,340 MByte,356120454.3
15/04/2020 4:00:00 - 5:00:00,43936.41667,2 mseg,2.1983,0,68 d,5947183,0,0,0,0,33 °C,33,40 °C,40,43 °C,43.1667,"2,13 %",2.1333,340 MByte,356119897.5
