Fecha Hora,Fecha Hora(RAW),Tiempo de Ping,Tiempo de Ping(RAW),Perdida de paquetes(RAW),Disponibilidad de sistema,Disponibilidad de sistema(RAW),Trafico suma (volumen),Trafico suma (volumen)(RAW),Trafico suma (velocidad),Trafico suma (velocidad)(RAW),"Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )","Temperature 1006 (Switch 1 - Temp Sensor 0, GREEN )(RAW)","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )","Temperature 1007 (Switch 1 - Temp Sensor 1, GREEN )(RAW)","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )","Temperature 1008 (Switch 1 - Temp Sensor 2, GREEN )(RAW)",CPU 1000,CPU 1000(RAW),Available Memory 1 (Processor),Available Memory 1 (Processor)(RAW)
03/02/2020 15:00:00 - 16:00:00,43864.875,2 mseg,2.1432,0,149 d,12894667,0,0,0,0,33 °C,33.2979,41 °C,40.5106,44 °C,43.8723,"1,85 %",1.8542,338 MByte,353950858
03/02/2020 16:00:00 - 17:00:00,43864.91667,3 mseg,2.75,0,149 d,12897907,0,0,0,0,34 °C,34,41 °C,41,44 °C,44.1833,"2,10 %",2.1,338 MByte,353950717.9
03/02/2020 17:00:00 - 18:00:00,43864.95833,2 mseg,2.135,0,149 d,12901507,0,0,0,0,34 °C,34.2833,41 °C,41,44 °C,44.4333,"1,72 %",1.7167,338 MByte,353952062.2
03/02/2020 18:00:00 - 19:00:00,43865,2 mseg,2.0817,0,149 d,12905107,0,0,0,0,34 °C,33.9,41 °C,40.9,44 °C,43.9833,"1,35 %",1.35,338 MByte,353952334.8
03/02/2020 19:00:00 - 20:00:00,43865.04167,2 mseg,2.3933,0,149 d,12908707,0,0,0,0,33 °C,33.05,40 °C,40.0167,44 °C,43.55,"1,43 %",1.4333,338 MByte,353952218.7
03/02/2020 20:00:00 - 21:00:00,43865.08333,2 mseg,2.2317,0,149 d,12912307,0,0,0,0,33 °C,33.05,40 °C,40.45,44 °C,43.8333,"1,48 %",1.4833,338 MByte,353952124.9
03/02/2020 21:00:00 - 22:00:00,43865.125,2 mseg,2.0583,0,149 d,12915907,0,0,0,0,33 °C,33,40 °C,40.4,44 °C,44,"1,18 %",1.1833,338 MByte,353958651.3
03/02/2020 22:00:00 - 23:00:00,43865.16667,3 mseg,3.3433,0,149 d,12919507,0,0,0,0,33 °C,32.8833,40 °C,40,44 °C,43.9833,"1,03 %",1.0333,338 MByte,353951540.3
03/02/2020 23:00:00 - 0:00:00,43865.20833,2 mseg,2.15,0,149 d,12923107,0,0,0,0,32 °C,32.45,40 °C,40,44 °C,43.8833,"1,30 %",1.3,338 MByte,353942428.9
04/02/2020 0:00:00 - 1:00:00,43865.25,2 mseg,2.4567,0,149 d,12926707,0,0,0,0,32 °C,32.05,40 °C,40,43 °C,43.1833,"1,47 %",1.4667,338 MByte,353938865.3
04/02/2020 1:00:00 - 2:00:00,43865.29167,2 mseg,2.2217,0,149 d,12930307,0,0,0,0,32 °C,32,40 °C,40,44 °C,43.6,"1,45 %",1.45,338 MByte,353937717.1
04/02/2020 2:00:00 - 3:00:00,43865.33333,2 mseg,2.3217,0,149 d,12933907,0,0,0,0,32 °C,32,40 °C,40,43 °C,43.1833,"1,48 %",1.4833,338 MByte,353939462.8
04/02/2020 3:00:00 - 4:00:00,43865.375,2 mseg,2.1983,0,149 d,12937507,0,0,0,0,32 °C,31.9833,40 °C,39.5667,43 °C,43.0167,"1,52 %",1.5167,338 MByte,353936715.7
04/02/2020 4:00:00 - 5:00:00,43865.41667,2 mseg,2.3683,0,149 d,12941107,0,0,0,0,32 °C,31.95,39 °C,39,43 °C,43,"1,50 %",1.5,338 MByte,353937923.3
04/02/2020 5:00:00 - 6:00:00,43865.45833,2 mseg,2.0983,0,149 d,12944707,0,0,0,0,31 °C,31.4833,39 °C,39,43 °C,42.9667,"1,42 %",1.4167,338 MByte,353938020
04/02/2020 6:00:00 - 7:00:00,43865.5,2 mseg,2.1433,0,149 d,12948307,0,0,0,0,31 °C,30.9333,39 °C,39,43 °C,42.9167,"1,48 %",1.4833,338 MByte,353941905.3
04/02/2020 7:00:00 - 8:00:00,43865.54167,2 mseg,2.1967,0,149 d,12951907,0,0,0,0,30 °C,30.1,38 °C,38.2833,43 °C,42.5167,"1,67 %",1.6667,338 MByte,353937815.7
04/02/2020 8:00:00 - 9:00:00,43865.58333,4 mseg,4.0017,0,149 d,12955507,0,0,0,0,30 °C,30,38 °C,38,42 °C,42.0333,"2,02 %",2.0167,338 MByte,353941535.4
04/02/2020 9:00:00 - 10:00:00,43865.625,2 mseg,2.165,0,149 d,12959107,0,0,0,0,30 °C,30,38 °C,38,42 °C,42.05,"1,68 %",1.6833,338 MByte,353942713
04/02/2020 10:00:00 - 11:00:00,43865.66667,2 mseg,2.1033,0,150 d,12962707,0,0,0,0,30 °C,30,38 °C,38,42 °C,42.4,"1,78 %",1.7833,338 MByte,353939253.6
04/02/2020 11:00:00 - 12:00:00,43865.70833,2 mseg,2.235,0,150 d,12966307,0,0,0,0,30 °C,30.0833,38 °C,38.2,42 °C,42.4667,"1,80 %",1.8,338 MByte,353940536.1
04/02/2020 12:00:00 - 13:00:00,43865.75,3 mseg,2.5583,0,150 d,12969907,0,0,0,0,31 °C,30.8833,38 °C,38.2167,42 °C,42,"1,82 %",1.8167,338 MByte,353939936
04/02/2020 13:00:00 - 14:00:00,43865.79167,2 mseg,2.3967,0,150 d,12973507,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.5833,"1,83 %",1.8333,338 MByte,353942339.9
04/02/2020 14:00:00 - 15:00:00,43865.83333,3 mseg,2.755,0,150 d,12977107,0,0,0,0,31 °C,31.0333,39 °C,39,43 °C,43,"1,92 %",1.9167,338 MByte,353942439.9
04/02/2020 15:00:00 - 16:00:00,43865.875,2 mseg,2.3567,0,150 d,12980707,0,0,0,0,32 °C,31.7333,39 °C,39,43 °C,43,"1,78 %",1.7833,338 MByte,353940237.4
04/02/2020 16:00:00 - 17:00:00,43865.91667,2 mseg,2.45,0,150 d,12984307,0,0,0,0,32 °C,31.9833,39 °C,39.4333,43 °C,43,"1,93 %",1.9333,338 MByte,353936883.4
04/02/2020 17:00:00 - 18:00:00,43865.95833,3 mseg,2.5583,0,150 d,12987907,0,0,0,0,32 °C,32,40 °C,39.7,43 °C,43,"1,88 %",1.8833,338 MByte,353947896.9
04/02/2020 18:00:00 - 19:00:00,43866,2 mseg,2.185,0,150 d,12991507,0,0,0,0,31 °C,31.2833,39 °C,39,43 °C,42.95,"1,53 %",1.5333,338 MByte,353951422.1
04/02/2020 19:00:00 - 20:00:00,43866.04167,2 mseg,2.065,0,150 d,12995107,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"1,53 %",1.5333,338 MByte,353951770.5
04/02/2020 20:00:00 - 21:00:00,43866.08333,2 mseg,2.1183,0,150 d,12998707,0,0,0,0,31 °C,31.0333,39 °C,39,43 °C,42.95,"1,33 %",1.3333,338 MByte,353952027.3
04/02/2020 21:00:00 - 22:00:00,43866.125,2 mseg,2.24,0,150 d,13002307,0,0,0,0,32 °C,31.6167,39 °C,39,43 °C,43,"1,60 %",1.6,338 MByte,353946688.5
04/02/2020 22:00:00 - 23:00:00,43866.16667,2 mseg,2.0717,0,150 d,13005907,0,0,0,0,32 °C,31.6667,39 °C,39,43 °C,42.95,"1,52 %",1.5167,338 MByte,353938728.9
04/02/2020 23:00:00 - 0:00:00,43866.20833,2 mseg,2.1917,0,150 d,13009507,0,0,0,0,32 °C,31.9167,39 °C,39,43 °C,43,"1,57 %",1.5667,338 MByte,353936858.5
05/02/2020 0:00:00 - 1:00:00,43866.25,2 mseg,2.2167,0,150 d,13013107,0,0,0,0,32 °C,31.9833,39 °C,39,43 °C,43,"1,43 %",1.4333,338 MByte,353939382.1
05/02/2020 1:00:00 - 2:00:00,43866.29167,2 mseg,2.1333,0,150 d,13016707,0,0,0,0,32 °C,31.9833,39 °C,39,43 °C,43,"1,43 %",1.4333,338 MByte,353939130.4
05/02/2020 2:00:00 - 3:00:00,43866.33333,2 mseg,2.0667,0,150 d,13020307,0,0,0,0,32 °C,31.95,39 °C,39,43 °C,42.9167,"1,25 %",1.25,338 MByte,353946082.7
05/02/2020 3:00:00 - 4:00:00,43866.375,2 mseg,2.1467,0,150 d,13023907,0,0,0,0,32 °C,31.7667,39 °C,39,43 °C,42.85,"1,18 %",1.1833,338 MByte,353950590.6
05/02/2020 4:00:00 - 5:00:00,43866.41667,2 mseg,2.1333,0,150 d,13027507,0,0,0,0,32 °C,31.7333,39 °C,39,43 °C,42.8,"1,10 %",1.1,338 MByte,353950595
05/02/2020 5:00:00 - 6:00:00,43866.45833,2 mseg,2.0867,0,150 d,13031107,0,0,0,0,31 °C,31.4333,39 °C,39,43 °C,42.95,"1,43 %",1.4333,338 MByte,353942030.3
05/02/2020 6:00:00 - 7:00:00,43866.5,2 mseg,2.1233,0,150 d,13034707,0,0,0,0,31 °C,31,39 °C,38.8333,43 °C,42.6,"1,45 %",1.45,338 MByte,353936724.2
05/02/2020 7:00:00 - 8:00:00,43866.54167,2 mseg,2.3933,0,150 d,13038307,0,0,0,0,30 °C,30.4,38 °C,38,42 °C,42,"1,73 %",1.7333,338 MByte,353937820.9
05/02/2020 8:00:00 - 9:00:00,43866.58333,3 mseg,2.5233,0,150 d,13041907,0,0,0,0,30 °C,30.2833,38 °C,38.25,42 °C,42.3,"2,08 %",2.0833,338 MByte,353962493.9
05/02/2020 9:00:00 - 10:00:00,43866.625,2 mseg,2.14,0,150 d,13045507,0,0,0,0,31 °C,30.7,38 °C,38.4667,42 °C,42.35,"1,82 %",1.8167,338 MByte,353926303.8
05/02/2020 10:00:00 - 11:00:00,43866.66667,2 mseg,2.4433,0,151 d,13049107,0,0,0,0,30 °C,30.35,38 °C,38,42 °C,42,"1,72 %",1.7167,338 MByte,353941738.4
05/02/2020 11:00:00 - 12:00:00,43866.70833,2 mseg,2.3433,0,151 d,13052707,0,0,0,0,31 °C,30.9833,39 °C,38.75,43 °C,42.65,"1,73 %",1.7333,338 MByte,353939847.1
05/02/2020 12:00:00 - 13:00:00,43866.75,2 mseg,2.2067,0,151 d,13056307,0,0,0,0,31 °C,31.1667,39 °C,39,43 °C,43,"1,88 %",1.8833,338 MByte,353938255.1
05/02/2020 13:00:00 - 14:00:00,43866.79167,2 mseg,2.4167,0,151 d,13059907,0,0,0,0,31 °C,31.1167,39 °C,39,43 °C,43,"1,85 %",1.85,338 MByte,353939936.3
05/02/2020 14:00:00 - 15:00:00,43866.83333,2 mseg,2.245,0,151 d,13063507,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.9833,"1,85 %",1.85,338 MByte,353941284.1
05/02/2020 15:00:00 - 16:00:00,43866.875,2 mseg,2.5,0,151 d,13067107,0,0,0,0,31 °C,31.2167,39 °C,39,43 °C,43,"1,80 %",1.8,338 MByte,353941689.1
05/02/2020 16:00:00 - 17:00:00,43866.91667,2 mseg,2.23,0,151 d,13070707,0,0,0,0,31 °C,31.4333,39 °C,39,43 °C,43,"1,72 %",1.7167,338 MByte,353940423.9
05/02/2020 17:00:00 - 18:00:00,43866.95833,2 mseg,2.2667,0,151 d,13074307,0,0,0,0,31 °C,31.4167,39 °C,39.1333,43 °C,43,"1,57 %",1.5667,338 MByte,353949438.1
05/02/2020 18:00:00 - 19:00:00,43867,2 mseg,2.1,0,151 d,13077907,0,0,0,0,32 °C,32,40 °C,40,43 °C,43,"1,53 %",1.5333,338 MByte,353952844.9
05/02/2020 19:00:00 - 20:00:00,43867.04167,2 mseg,2.0967,0,151 d,13081507,0,0,0,0,32 °C,32,40 °C,39.55,43 °C,43,"1,53 %",1.5333,338 MByte,353951994.9
05/02/2020 20:00:00 - 21:00:00,43867.08333,2 mseg,2.19,0,151 d,13085107,0,0,0,0,32 °C,32,39 °C,39,43 °C,43,"1,42 %",1.4167,338 MByte,353951494.1
05/02/2020 21:00:00 - 22:00:00,43867.125,3 mseg,2.925,0,151 d,13088707,0,0,0,0,32 °C,31.9833,39 °C,39.05,43 °C,43,"1,48 %",1.4833,338 MByte,353948852.2
05/02/2020 22:00:00 - 23:00:00,43867.16667,3 mseg,3.0367,0,151 d,13092307.03,0,0,0,0,32 °C,32,40 °C,39.9,43 °C,43,"1,58 %",1.5833,338 MByte,353939180.8
05/02/2020 23:00:00 - 0:00:00,43867.20833,2 mseg,2.175,0,151 d,13095907,0,0,0,0,32 °C,32,39 °C,39.1333,43 °C,43,"1,60 %",1.6,338 MByte,353938278.4
06/02/2020 0:00:00 - 1:00:00,43867.25,2 mseg,2.1583,0,151 d,13099507,0,0,0,0,32 °C,32,39 °C,39,43 °C,43,"1,25 %",1.25,338 MByte,353958657.1
06/02/2020 1:00:00 - 2:00:00,43867.29167,2 mseg,2.1783,0,151 d,13103107,0,0,0,0,32 °C,31.9333,39 °C,39,43 °C,42.9833,"1,03 %",1.0333,338 MByte,353969639.5
06/02/2020 2:00:00 - 3:00:00,43867.33333,2 mseg,2.1433,0,151 d,13106707,0,0,0,0,32 °C,31.8,39 °C,39,43 °C,43,"1,02 %",1.0167,338 MByte,353966788.2
06/02/2020 3:00:00 - 4:00:00,43867.375,2 mseg,2.0567,0,151 d,13110307,0,0,0,0,32 °C,31.8667,39 °C,39,43 °C,42.9667,"1,07 %",1.0667,338 MByte,353966749.1
06/02/2020 4:00:00 - 5:00:00,43867.41667,2 mseg,2.1367,0,151 d,13113907,0,0,0,0,31 °C,31.2833,39 °C,39,43 °C,43,"1,07 %",1.0667,338 MByte,353966635.9
06/02/2020 5:00:00 - 6:00:00,43867.45833,2 mseg,2.28,0,151 d,13117507,0,0,0,0,31 °C,31.2167,39 °C,39,43 °C,43,"1,05 %",1.05,338 MByte,353966632.7
06/02/2020 6:00:00 - 7:00:00,43867.5,2 mseg,2.145,0,151 d,13121107,0,0,0,0,31 °C,31.1,39 °C,39,43 °C,42.95,"1,05 %",1.05,338 MByte,353966645.3
06/02/2020 7:00:00 - 8:00:00,43867.54167,2 mseg,2.08,0,151 d,13124707,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.8333,"1,08 %",1.0833,338 MByte,353966651.1
06/02/2020 8:00:00 - 9:00:00,43867.58333,2 mseg,2.2037,0,81 d,7069071.308,0,0,0,0,30 °C,29.9808,38 °C,38.0385,42 °C,41.8077,"1,92 %",1.9231,340 MByte,356400935.8
06/02/2020 9:00:00 - 10:00:00,43867.625,2 mseg,2.3567,0,1 h 0 m,3603,0,0,0,0,30 °C,29.85,38 °C,38.1667,42 °C,42.0667,2%,2,343 MByte,359333873.3
06/02/2020 10:00:00 - 11:00:00,43867.66667,2 mseg,2.2167,0,2 h 0 m,7203,0,0,0,0,30 °C,30.3333,38 °C,38.2,42 °C,42.0167,2%,2,343 MByte,359312624.7
06/02/2020 11:00:00 - 12:00:00,43867.70833,2 mseg,2.3783,0,3 h 0 m,10803,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.5167,"3,38 %",3.3833,342 MByte,358663338.8
06/02/2020 12:00:00 - 13:00:00,43867.75,2 mseg,2.4967,0,4 h 0 m,14403,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"3,30 %",3.3,342 MByte,358420975.1
06/02/2020 13:00:00 - 14:00:00,43867.79167,2 mseg,2.44,0,5 h 0 m,18003,0,0,0,0,30 °C,30.45,39 °C,38.95,43 °C,42.9,"3,33 %",3.3333,342 MByte,358450026.3
06/02/2020 14:00:00 - 15:00:00,43867.83333,2 mseg,2.4117,0,6 h 0 m,21603,0,0,0,0,31 °C,30.8,39 °C,39,43 °C,42.7667,"3,15 %",3.15,342 MByte,358435769.3
06/02/2020 15:00:00 - 16:00:00,43867.875,4 mseg,3.595,0,7 h 0 m,25203,0,0,0,0,31 °C,31.0333,39 °C,39,43 °C,43,"3,20 %",3.2,342 MByte,358429201.6
06/02/2020 16:00:00 - 17:00:00,43867.91667,4 mseg,3.6471,0.1667,8 h 0 m,28803,0,0,0,0,31 °C,31.2,39 °C,39.0333,43 °C,43,"3,20 %",3.2,342 MByte,358429213.5
06/02/2020 17:00:00 - 18:00:00,43867.95833,3 mseg,2.54,0,9 h 0 m,32403,0,0,0,0,32 °C,31.9667,40 °C,39.8833,43 °C,43,"2,93 %",2.9333,342 MByte,358430931.7
06/02/2020 18:00:00 - 19:00:00,43868,3 mseg,2.6517,0,10 h 0 m,36003,0,0,0,0,32 °C,32,40 °C,40,43 °C,43,"2,25 %",2.25,342 MByte,358437722.5
06/02/2020 19:00:00 - 20:00:00,43868.04167,2 mseg,2.3617,0,11 h 0 m,39603,0,0,0,0,32 °C,31.9667,39 °C,39.3667,43 °C,43,"2,20 %",2.2,342 MByte,358441030.2
06/02/2020 20:00:00 - 21:00:00,43868.08333,2 mseg,2.2617,0,12 h 0 m,43203,0,0,0,0,32 °C,31.7833,39 °C,39,43 °C,43,"2,17 %",2.1667,342 MByte,358437121.3
06/02/2020 21:00:00 - 22:00:00,43868.125,2 mseg,2.13,0,13 h 0 m,46803,0,0,0,0,31 °C,31.3,39 °C,39,43 °C,43,"2,05 %",2.05,342 MByte,358424622
06/02/2020 22:00:00 - 23:00:00,43868.16667,2 mseg,2.42,0,14 h 0 m,50403,0,0,0,0,32 °C,31.5667,39 °C,39,43 °C,43,"2,13 %",2.1333,342 MByte,358412201.3
06/02/2020 23:00:00 - 0:00:00,43868.20833,2 mseg,2.24,0,15 h 0 m,54003,0,0,0,0,31 °C,31.3167,39 °C,39,43 °C,43,"2,28 %",2.2833,342 MByte,358398559.3
07/02/2020 0:00:00 - 1:00:00,43868.25,3 mseg,2.575,0,16 h 0 m,57603,0,0,0,0,31 °C,31.2833,39 °C,39,43 °C,43,"2,28 %",2.2833,342 MByte,358399296.5
07/02/2020 1:00:00 - 2:00:00,43868.29167,2 mseg,2.2533,0.1667,17 h 0 m,61203,0,0,0,0,31 °C,31.3333,39 °C,39,43 °C,43,"2,17 %",2.1667,342 MByte,358399788.4
07/02/2020 2:00:00 - 3:00:00,43868.33333,2 mseg,2.2767,0,18 h 0 m,64803,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"2,18 %",2.1833,342 MByte,358400217.2
07/02/2020 3:00:00 - 4:00:00,43868.375,2 mseg,2.15,0,19 h 0 m,68403,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"2,28 %",2.2833,342 MByte,358399761
07/02/2020 4:00:00 - 5:00:00,43868.41667,3 mseg,2.5033,0,20 h 0 m,72003,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"2,30 %",2.3,342 MByte,358401028.4
07/02/2020 5:00:00 - 6:00:00,43868.45833,2 mseg,2.135,0,21 h 0 m,75603,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.6333,"2,25 %",2.25,342 MByte,358401940.8
07/02/2020 6:00:00 - 7:00:00,43868.5,2 mseg,2.3533,0,22 h 0 m,79203,0,0,0,0,30 °C,30.2333,38 °C,38.3833,42 °C,42.2833,"2,40 %",2.4,342 MByte,358399358.5
07/02/2020 7:00:00 - 8:00:00,43868.54167,2 mseg,2.1483,0,23 h 0 m,82803,0,0,0,0,30 °C,30,38 °C,38,42 °C,42.2,"2,43 %",2.4333,342 MByte,358399003.3
07/02/2020 8:00:00 - 9:00:00,43868.58333,3 mseg,2.8417,0,24 h 0 m,86403,0,0,0,0,30 °C,30,38 °C,38,42 °C,42.0333,"3,88 %",3.8833,342 MByte,358326675.8
07/02/2020 9:00:00 - 10:00:00,43868.625,3 mseg,2.6333,0,25 h 0 m,90003,0,0,0,0,30 °C,30,38 °C,38.0167,43 °C,42.5667,"3,75 %",3.75,342 MByte,358169941.9
07/02/2020 10:00:00 - 11:00:00,43868.66667,2 mseg,2.3433,0,26 h 0 m,93603,0,0,0,0,30 °C,30,39 °C,38.6,43 °C,42.9,"3,40 %",3.4,342 MByte,358175260.6
07/02/2020 11:00:00 - 12:00:00,43868.70833,2 mseg,2.44,0,27 h 0 m,97203,0,0,0,0,30 °C,30.3333,38 °C,38,42 °C,42.05,"3,38 %",3.3833,342 MByte,358174604.3
07/02/2020 12:00:00 - 13:00:00,43868.75,2 mseg,2.3733,0,28 h 0 m,100803,0,0,0,0,31 °C,30.8167,39 °C,38.75,42 °C,42,"3,27 %",3.2667,342 MByte,358173298.8
07/02/2020 13:00:00 - 14:00:00,43868.79167,7 mseg,6.6187,0.1667,29 h 0 m,104403,0,0,0,0,31 °C,30.9667,39 °C,39,43 °C,42.75,3%,3,342 MByte,358176276.5
07/02/2020 14:00:00 - 15:00:00,43868.83333,3 mseg,2.8067,0,30 h 0 m,108003,0,0,0,0,31 °C,31,39 °C,39,43 °C,43,"3,43 %",3.4333,342 MByte,358174964.5
07/02/2020 15:00:00 - 16:00:00,43868.875,5 mseg,5.3617,0,31 h 0 m,111603,0,0,0,0,32 °C,31.7167,39 °C,39.4333,43 °C,43.1167,"3,35 %",3.35,342 MByte,358174069.9
07/02/2020 16:00:00 - 17:00:00,43868.91667,2 mseg,2.44,0,32 h 0 m,115203,0,0,0,0,33 °C,32.5167,40 °C,40,43 °C,43.15,"3,28 %",3.2833,342 MByte,358173754.7
07/02/2020 17:00:00 - 18:00:00,43868.95833,2 mseg,2.35,0,33 h 0 m,118803,0,0,0,0,32 °C,31.75,40 °C,39.8,44 °C,43.5667,"2,85 %",2.85,342 MByte,358176436.9
07/02/2020 18:00:00 - 19:00:00,43869,3 mseg,3.4608,0.1667,34 h 0 m,122403,0,0,0,0,31 °C,31.2667,39 °C,39,43 °C,43,"2,48 %",2.4833,342 MByte,358175677.5
07/02/2020 19:00:00 - 20:00:00,43869.04167,2 mseg,2.2117,0,35 h 0 m,126003,0,0,0,0,32 °C,31.6,39 °C,39,43 °C,43,"2,30 %",2.3,342 MByte,358180376.5
07/02/2020 20:00:00 - 21:00:00,43869.08333,2 mseg,2.1517,0,36 h 0 m,129603,0,0,0,0,31 °C,31.3167,39 °C,39,43 °C,43,"2,30 %",2.3,342 MByte,358178169.4
07/02/2020 21:00:00 - 22:00:00,43869.125,2 mseg,2.3033,0,37 h 0 m,133203,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.65,"2,28 %",2.2833,342 MByte,358173568.9
07/02/2020 22:00:00 - 23:00:00,43869.16667,2 mseg,2.2283,0,38 h 0 m,136803,0,0,0,0,31 °C,31,39 °C,39,42 °C,42.25,"2,15 %",2.15,342 MByte,358174187.7
07/02/2020 23:00:00 - 0:00:00,43869.20833,2 mseg,2.2567,0,39 h 0 m,140403,0,0,0,0,31 °C,30.6,38 °C,38.2333,42 °C,42,"2,17 %",2.1667,342 MByte,358185949.7
08/02/2020 0:00:00 - 1:00:00,43869.25,3 mseg,3.4467,0,40 h 0 m,144003,0,0,0,0,30 °C,30.4833,38 °C,38,42 °C,42,"2,20 %",2.2,342 MByte,358181428.3
08/02/2020 1:00:00 - 2:00:00,43869.29167,4 mseg,3.8792,0.1667,41 h 0 m,147603,0,0,0,0,31 °C,30.9833,38 °C,38,42 °C,42,"2,22 %",2.2167,342 MByte,358163477.2
08/02/2020 2:00:00 - 3:00:00,43869.33333,2 mseg,2.0833,0,42 h 0 m,151203,0,0,0,0,31 °C,31,38 °C,38.35,42 °C,42,"2,23 %",2.2333,342 MByte,358168614.9
08/02/2020 3:00:00 - 4:00:00,43869.375,2 mseg,2.225,0,43 h 0 m,154803,0,0,0,0,31 °C,31,39 °C,38.5333,42 °C,42,"2,30 %",2.3,342 MByte,358170335.9
08/02/2020 4:00:00 - 5:00:00,43869.41667,2 mseg,2.2283,0,44 h 0 m,158403,0,0,0,0,31 °C,31,38 °C,38.1,42 °C,42,"2,17 %",2.1667,342 MByte,358169922
08/02/2020 5:00:00 - 6:00:00,43869.45833,2 mseg,2.1717,0,45 h 0 m,162003,0,0,0,0,31 °C,30.8667,38 °C,38,42 °C,42,"2,25 %",2.25,342 MByte,358169830.7
08/02/2020 6:00:00 - 7:00:00,43869.5,2 mseg,2.34,0,46 h 0 m,165603,0,0,0,0,31 °C,30.8,38 °C,38,42 °C,42,"2,20 %",2.2,342 MByte,358172038.4
08/02/2020 7:00:00 - 8:00:00,43869.54167,2 mseg,2.1617,0,47 h 0 m,169203,0,0,0,0,30 °C,30.45,38 °C,38,42 °C,42,"2,38 %",2.3833,342 MByte,358169719.9
08/02/2020 8:00:00 - 9:00:00,43869.58333,2 mseg,2.4133,0,2 d 0 h 0 m,172803,0,0,0,0,31 °C,30.5333,38 °C,38,42 °C,42,"2,23 %",2.2333,342 MByte,358172298.4
08/02/2020 9:00:00 - 10:00:00,43869.625,2 mseg,2.1783,0,2 d 1 h 0 m,176403,0,0,0,0,31 °C,30.6833,38 °C,38.2333,42 °C,42,"2,23 %",2.2333,342 MByte,358171026.9
08/02/2020 10:00:00 - 11:00:00,43869.66667,6 mseg,5.9,0,2 d 2 h 0 m,180003,0,0,0,0,31 °C,31,39 °C,39,43 °C,42.75,"2,30 %",2.3,342 MByte,358171880
08/02/2020 11:00:00 - 12:00:00,43869.70833,2 mseg,2.2367,0,2 d 3 h 0 m,183603,0,0,0,0,32 °C,31.5167,39 °C,39,43 °C,43,"2,27 %",2.2667,342 MByte,358171846.3
08/02/2020 12:00:00 - 13:00:00,43869.75,2 mseg,2.2617,0,2 d 4 h 0 m,187203,0,0,0,0,32 °C,32.1333,40 °C,39.8,43 °C,43.0167,"2,28 %",2.2833,342 MByte,358171685.8
08/02/2020 13:00:00 - 14:00:00,43869.79167,2 mseg,2.1183,0,2 d 5 h 0 m,190803,0,0,0,0,33 °C,33,40 °C,40.1167,44 °C,43.8,"2,30 %",2.3,342 MByte,358170476.4
08/02/2020 14:00:00 - 15:00:00,43869.83333,2 mseg,2.3533,0,2 d 6 h 0 m,194403,0,0,0,0,33 °C,33.25,41 °C,40.6667,44 °C,43.8667,"2,30 %",2.3,342 MByte,358170835.3
08/02/2020 15:00:00 - 16:00:00,43869.875,2 mseg,2.125,0,2 d 7 h 0 m,198003,0,0,0,0,34 °C,34,41 °C,41,44 °C,44,"2,33 %",2.3333,342 MByte,358172089.3
08/02/2020 16:00:00 - 17:00:00,43869.91667,2 mseg,2.445,0,2 d 8 h 0 m,201603,0,0,0,0,34 °C,34.0333,41 °C,41,44 °C,44.05,"2,32 %",2.3167,342 MByte,358171586.7
08/02/2020 17:00:00 - 18:00:00,43869.95833,2 mseg,2.1717,0,2 d 9 h 0 m,205203,0,0,0,0,34 °C,34.15,41 °C,41.1333,44 °C,44.1833,"2,22 %",2.2167,342 MByte,358169924.9
08/02/2020 18:00:00 - 19:00:00,43870,2 mseg,2.2317,0,2 d 10 h 0 m,208803,0,0,0,0,34 °C,34.3,41 °C,41.0667,44 °C,44.0833,"2,22 %",2.2167,342 MByte,358170524.1
08/02/2020 19:00:00 - 20:00:00,43870.04167,2 mseg,2.1683,0,2 d 11 h 0 m,212403,0,0,0,0,34 °C,33.8833,41 °C,41,44 °C,43.9667,"2,30 %",2.3,342 MByte,358169876.4
08/02/2020 20:00:00 - 21:00:00,43870.08333,2 mseg,2.2033,0,2 d 12 h 0 m,216003,0,0,0,0,33 °C,33.0667,41 °C,40.6167,44 °C,43.75,"2,28 %",2.2833,342 MByte,358169275.3
08/02/2020 21:00:00 - 22:00:00,43870.125,2 mseg,2.29,0,2 d 13 h 0 m,219603,0,0,0,0,33 °C,33,41 °C,40.55,44 °C,44,"2,30 %",2.3,342 MByte,358169717.5
08/02/2020 22:00:00 - 23:00:00,43870.16667,2 mseg,2.2167,0,2 d 14 h 0 m,223203,0,0,0,0,32 °C,32.3667,40 °C,40,44 °C,43.7333,"2,28 %",2.2833,342 MByte,358169921.8
